count	verbatim_kingdom	verbatim_phylum	verbatim_class	verbatim_order	verbatim_family	verbatim_genus	verbatim_species	verbatim_infra	verbatim_rank	verbatim_verbatimRank	verbatim_scientificName	verbatim_generic	verbatim_author	current_kingdom	current_phylum	current_class	current_order	current_family	current_genus	current_subGenus	current_species	current_scientificName	current_acceptedScientificName	current_kingdomKey	current_phylumKey	current_classKey	current_orderKey	current_familyKey	current_genusKey	current_subGenusKey	current_speciesKey	current_taxonKey	current_acceptedTaxonKey	proposed_kingdom	proposed_phylum	proposed_class	proposed_order	proposed_family	proposed_genus	proposed_subGenus	proposed_species	proposed_scientificName	proposed_acceptedScientificName	proposed_kingdomKey	proposed_phylumKey	proposed_classKey	proposed_orderKey	proposed_familyKey	proposed_genusKey	proposed_subGenusKey	proposed_speciesKey	proposed_taxonKey	proposed_acceptedTaxonKey
15521	Animalia	Chordata	Aves	Passeriformes	Mimidae	Mimus	null	null	species	null	Mimus polyglottos	null	null	Animalia	Chordata	Aves	Passeriformes	Mimidae	Mimus	null	Mimus polyglottos	Mimus polyglottos (Linnaeus, 1758)	Mimus polyglottos (Linnaeus, 1758)	1	44	212	729	9321	9498764	null	5231677	5231677	5231677	Animalia	Chordata	Aves	Passeriformes	Mimidae	Mimus	null	Mimus polyglottos	Mimus polyglottos (Linnaeus, 1758)	Mimus polyglottos (Linnaeus, 1758)	1	44	212	729	9321	2494919	null	5231677	5231677	5231677
5906	Plantae	null	null	null	null	null	null	null	Species	null	Oxalis fontana	null	Bunge	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Oxalidaceae	Oxalis	null	Oxalis fontana	Oxalis fontana Bunge	Oxalis fontana subsp. fontana	6	7707728	220	7224021	6697	2891642	null	8156718	2891701	7734596	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Oxalidaceae	Oxalis	null	Oxalis fontana	Oxalis fontana Bunge	Oxalis fontana Bunge	6	7707728	220	7224021	6697	2891642	null	2891701	2891701	2891701
1215	Plantae	null	null	null	Orchidaceae	null	null	null	null	null	Spiranthes spiralis (L.) Chevall.	null	null	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Spiranthes	null	Spiranthes spiralis	Spiranthes spiralis (L.) Chevall.	Spiranthes spiralis (L.) Chevall.	6	7707728	196	1169	7689	2805315	null	2805322	2805322	2805322	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Spiranthes	null	Spiranthes spiralis	Spiranthes spiralis Chevall.	Spiranthes spiralis Chevall.	6	7707728	196	1169	7689	2805315	null	2805322	2805322	2805322
5639	Plantae	Charophyta	Equisetopsida	Asterales	Asteraceae	Bedfordia	null	null	species	null	Bedfordia arborescens	null	null	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bedfordia	null	Bedfordia arborescens	Bedfordia arborescens Hochr.	Bedfordia arborescens Hochr.	6	7707728	220	414	3065	3089948	null	5386071	5386071	5386071	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bedfordia	null	Bedfordia arborescens	Bedfordia arborescens Hochr.	Bedfordia arborescens Hochr.	6	7707728	220	414	3065	10266853	null	5386071	5386071	5386071
32576	Animalia	null	null	null	Lestidae	null	null	null	species	null	Chalcolestes viridis	null	null	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Lestes	null	Lestes viridis	Chalcolestes viridis (Vander Linden, 1825)	Lestes viridis Vander Linden, 1825	1	54	216	789	4489	1423980	null	1424036	5865098	1424036	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Lestes	null	Lestes viridis	Chalcolestes viridis (Van der Linden, 1825)	Lestes viridis Vander Linden, 1825	1	54	216	789	4489	1423980	null	1424036	5865098	1424036
1081	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	null	null	species	null	Caloplaca obscurella	null	null	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	null	Caloplaca cerina	Caloplaca obscurata M.Choisy	Caloplaca cerina var. anthracina (Ach.) H.Olivier	5	95	180	1050	8368	2599921	null	7251342	3430716	3430715	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	null	Caloplaca obscurella	Caloplaca obscurella (J.Lahm) Th.Fr.	Caloplaca obscurella (J.Lahm) Th.Fr.	5	95	180	1050	8368	2599921	null	2610148	2610148	2610148
3284	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	null	null	unranked	null	Drepanocladus revolvens	null	null	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	null	Drepanocladus revolvens	Drepanocladus revolvens (Sw.) Warnst.	Drepanocladus revolvens (Sw.) Warnst.	6	35	327	617	4650	5283595	null	5710888	5710888	5710888	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Scorpidium	null	Scorpidium revolvens	Drepanocladus revolvens (Sw.) Warnst.	Scorpidium revolvens Rubers, 1989	6	35	327	617	4650	2681638	null	2681640	5710888	2681640
1981	Plantae	Charophyta	Equisetopsida	Poales	Centrolepidaceae	Centrolepis	null	null	species	null	Centrolepis aristata	null	null	Plantae	Tracheophyta	Liliopsida	Poales	Restionaceae	Centrolepis	null	Centrolepis aristata	Centrolepis aristata Roem. & Schult.	Centrolepis aristata Roem. & Schult.	6	7707728	196	1369	4213	2692415	null	5287484	5287484	5287484	Plantae	Tracheophyta	Liliopsida	Poales	Restionaceae	Centrolepis	null	Centrolepis aristata	Centrolepis aristata (R.Br.) Roem. & Schult.	Centrolepis aristata (R.Br.) Roem. & Schult.	6	7707728	196	1369	4213	2692415	null	5287484	5287484	5287484
2592	Plantae	Charophyta	Equisetopsida	Poales	Poaceae	Amphibromus	null	null	species	null	Amphibromus nervosus	null	null	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Amphibromus	null	Amphibromus nervosus	Amphibromus nervosus Druce	Amphibromus nervosus Druce	6	7707728	196	1369	3073	6430839	null	8413035	8413035	8413035	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Amphibromus	null	Amphibromus nervosus	Amphibromus nervosus (Hook.f.) Baill.	Amphibromus nervosus (Hook.f.) Baill.	6	7707728	196	1369	3073	6430839	null	4105703	4105703	4105703
9507	null	null	null	null	null	null	null	null	null	null	Larus ridibundus Linnaeus, 1766	null	null	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	null	Larus ridibundus	Larus ridibundus Linnaeus, 1766	Larus ridibundus Linnaeus, 1766	1	44	212	7192402	9316	2481126	null	2481137	2481137	2481137	Animalia	Chordata	Aves	Charadriiformes	Laridae	Chroicocephalus	null	Chroicocephalus ridibundus	Larus ridibundus Linnaeus, 1766	Chroicocephalus ridibundus (Linnaeus, 1766)	1	44	212	7192402	9316	4848452	null	6065824	2481137	6065824
10732	null	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus	null	null	genus	null	Oleiphilus	null	null	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus	null	null	Oleiphilus Golyshin & al., 2002	Oleiphilus Golyshin & al., 2002	3	111	362	1473	5606	3222041	null	null	3222041	3222041	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus	null	null	Oleiphilus Golyshin et al., 2002	Oleiphilus Golyshin et al., 2002	3	111	362	1473	5606	3222041	null	null	3222041	3222041
2261	Chromista	null	null	null	null	null	null	null	null	null	Paragloborotalia nana	null	null	Chromista	Foraminifera	Globothalamea	Rotaliida	Globorotaliidae	Paragloborotalia	null	Paragloborotalia nana	Paragloborotalia nana (Bolli, 1957)	Paragloborotalia nana (Bolli, 1957)	4	8376456	7434778	7692889	7415654	7735197	null	7410853	7410853	7410853	Chromista	Foraminifera	Globothalamea	Rotaliida	Globigerinidae	Paragloborotalia	null	Paragloborotalia nana	Paragloborotalia nana (Bolli, 1957)	Paragloborotalia nana (Bolli, 1957)	4	8376456	7434778	7692889	8273781	7735197	null	7410853	7410853	7410853
2477	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	muscaria	muscaria	Variety	null	Amanita muscaria var. muscaria	null	null	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	null	Amanita muscaria	Amanita muscaria var. muscaria	Amanita muscaria (L.) Lam., 1783	5	34	186	1499	4171	2526057	null	8671098	8363881	8671098	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	null	Amanita muscaria	Amanita muscaria var. muscaria	Amanita muscaria var. muscaria	5	34	186	1499	4171	2526057	null	8671098	8363881	8363881
1230	Plantae	Tracheophyta	Lycopodiopsida	Lycopodiales	Lycopodiaceae	Diphasiastrum	null	null	species	null	Diphasiastrum digitatum	null	null	Plantae	Tracheophyta	Lycopodiopsida	Lycopodiales	Lycopodiaceae	Diphasiastrum	null	Diphasiastrum digitatum	Diphasiastrum digitatum (Dill. ex A.Braun) Holub	Diphasiastrum digitatum (Dill. ex A.Braun) Holub	6	7707728	245	421	6725	6385542	null	2688379	2688379	2688379	Plantae	Tracheophyta	Lycopodiopsida	Lycopodiales	Lycopodiaceae	Diphasiastrum	null	Diphasiastrum digitatum	Diphasiastrum digitatum (A.Braun) Holub	Diphasiastrum digitatum (A.Braun) Holub	6	7707728	245	421	6725	6385542	null	2688379	2688379	2688379
3529	Animalia	null	Insecta	Lepidoptera	null	null	null	null	species	null	Eumedonia eumedon	null	null	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia	null	Aricia eumedon	Eumedonia eumedon (Esper, 1780), 2012	Aricia eumedon (Esper, 1780)	1	54	216	797	5473	8659047	null	8356016	1933793	8356016	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia	null	Aricia eumedon	Eumedonia eumedon (Esper, 1780)	Aricia eumedon (Esper, 1780)	1	54	216	797	5473	8659047	null	8356016	1933793	8356016
2382	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Cercotrichas	paena	null	null	null	Cercotrichas paena	null	null	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Erythropygia	null	Erythropygia paena	Cercotrichas paena (A.Smith, 1836)	Erythropygia paena A.Smith, 1836	1	44	212	729	9322	4845640	null	5788857	2492471	5788857	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Erythropygia	null	Erythropygia paena	Cercotrichas paena (A.Smith, 1836)	Erythropygia paena A.Smith, 1836	1	44	212	729	9322	7814708	null	5788857	2492471	5788857
18114	Animalia	Chordata	Aves	Piciformes	Picidae	Chrysocolaptes	guttacristatus	null	null	null	Chrysocolaptes guttacristatus	null	null	Animalia	Chordata	Aves	Piciformes	Picidae	Chrysocolaptes	null	Chrysocolaptes lucidus	Chrysocolaptes guttacristatus (Tickell, 1833)	Chrysocolaptes lucidus guttacristatus (Tickell, 1833)	1	44	212	724	9333	2478036	null	2478040	7387276	6177075	Animalia	Chordata	Aves	Piciformes	Picidae	Chrysocolaptes	null	Chrysocolaptes guttacristatus	Chrysocolaptes guttacristatus	Chrysocolaptes guttacristatus	1	44	212	724	9333	2478036	null	7387276	7387276	7387276
4186	Plantae	Charophyta	Equisetopsida	Solanales	Convolvulaceae	Dichondra	null	null	species	null	Dichondra sp. Inglewood (J.M.Dalby 86/93)	null	null	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Dichondra	null	null	Dichondra Forst.	Dichondra Forst.	6	7707728	220	1176	2389	2928658	null	null	2928658	2928658	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Dichondra	null	null	Dichondra J.R.Forst. & G.Forst.	Dichondra J.R.Forst. & G.Forst.	6	7707728	220	1176	2389	2928658	null	null	2928658	2928658
2910	null	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	null	null	genus	null	Nitrospira	null	null	Bacteria	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	null	null	Nitrospira Watson & al., 1986	Nitrospira Watson & al., 1986	3	89	368	830	4722	3219774	null	null	3219774	3219774	Bacteria	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	null	null	Nitrospira Watson et al., 1986	Nitrospira Watson et al., 1986	3	89	368	830	4722	3219774	null	null	3219774	3219774
1541	Plantae	null	null	null	null	null	null	null	null	null	Polygonum lapathifolium L. subsp. lapathifolium	null	null	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	null	Persicaria lapathifolia	Polygonum lapathifolium subsp. lapathifolium	Persicaria lapathifolia subsp. lapathifolia	6	7707728	220	422	2416	6390748	null	7820611	8139856	7291486	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	null	Persicaria lapathifolia	Polygonum lapathifolium subsp. lapathifolium	Persicaria lapathifolia subsp. lapathifolia	6	7707728	220	422	2416	6390748	null	2889262	8139856	7291486
3467	Plantae	null	null	null	Oxalidaceae	null	null	null	null	null	Oxalis stricta	null	L.	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Oxalidaceae	Oxalis	null	null	Oxalis L.	Oxalis L.	6	7707728	220	7224021	6697	2891642	null	null	2891642	2891642	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Oxalidaceae	Oxalis	null	Oxalis corniculata	Oxalis stricta L.	Oxalis corniculata L.	6	7707728	220	7224021	6697	2891642	null	8427624	9823072	8427624
6776	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	null	null	unranked	null	Rubus tuberculatus	null	null	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	null	Rubus horrefactus	Rubus tuberculatus Bab.	Rubus horrefactus P.J.Müll. & Lefèvre	6	7707728	220	691	5015	2988638	null	2997081	2999281	2997081	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	null	Rubus horrefactus	Rubus tuberculatus Bab.	Rubus horrefactus P.J.Müll. & Lefevre	6	7707728	220	691	5015	2988638	null	2997081	2999281	2997081
14227	Plantae	null	Equisetopsida	Asterales	Asteraceae	Inula	null	null	null	null	Inula conyza DC., 1836	null	null	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Inula	null	Inula conyzae	Inula conyza DC.	Inula conyzae (Griess.) DC.	6	7707728	220	414	3065	3148323	null	8241874	3148475	8241874	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Pentanema	null	Pentanema conyzae	Inula conyza DC.	Pentanema conyzae (Griess.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.	6	7707728	220	414	3065	3146496	null	10263275	3148475	10263275
1256	null	null	null	null	null	null	null	null	species	null	Staurosirella berolinensis (E.J. Lemmermann) L. Bukhtiyarova 1995	null	null	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Belonastrum	null	Belonastrum berolinensis	Staurosirella berolinensis (Lemmermann) Bukhtiyarova, 1995	Belonastrum berolinensis (Lemmerm.) Round & Maidana	4	98	7947184	1101	7149	9541997	null	8215223	3192226	8215223	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Belonastrum	null	Belonastrum berolinensis	Staurosirella berolinensis (Lemmerm.) Bukht.	Belonastrum berolinensis (Lemmerm.) Round & Maidana	4	98	7947184	1101	7149	7394696	null	8215223	3192226	8215223
6081	Animalia	Chordata	Aves	Passeriformes	Parulidae	Dendroica	null	null	null	null	Dendroica c. auduboni	null	AOU July 2006	Animalia	Chordata	Aves	Passeriformes	Parulidae	Dendroica	null	null	Dendroica G.R.Gray, 1842	Dendroica G.R.Gray, 1842	1	44	212	729	5263	2489880	null	null	2489880	2489880	Animalia	Chordata	Aves	Passeriformes	Parulidae	Dendroica	null	null	Dendroica	Dendroica	1	44	212	729	5263	2489880	null	null	2489880	2489880
1667	Plantae	null	null	null	null	null	null	null	species	null	Thelymitra antennifera	null	null	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Thelymitra	null	Thelymitra antennifera	Thelymitra antennifera (Lindl.) Hook.f.	Thelymitra antennifera (Lindl.) Hook.f.	6	7707728	196	1169	7689	2813988	null	2814121	2814121	2814121	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Thelymitra	null	Thelymitra antennifera	Thelymitra antennifera Hook.f.	Thelymitra antennifera Hook.f.	6	7707728	196	1169	7689	2813988	null	2814121	2814121	2814121
1283	Plantae	null	null	null	Poaceae	null	null	null	species	null	Brachypodium sylvaticum	null	null	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Brachypodium	null	Brachypodium sylvaticum	Brachypodium sylvaticum P.Beauv.	Brachypodium sylvaticum P.Beauv.	6	7707728	196	1369	3073	2705713	null	5290146	5290146	5290146	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Brachypodium	null	Brachypodium sylvaticum	Brachypodium sylvaticum (L.) P.Beauv.	Brachypodium sylvaticum (L.) P.Beauv.	6	7707728	196	1369	3073	2705713	null	5290146	5290146	5290146
4088	Plantae	Charophyta	Equisetopsida	Vitales	Vitaceae	Cayratia	null	null	species	null	Cayratia clematidea	null	null	Plantae	Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Cayratia	null	Cayratia clematidea	Cayratia clematidea (F.Muell.) Domin	Cayratia clematidea (F.Muell.) Domin	6	7707728	220	7222050	6672	3039175	null	4054755	4054755	4054755	Plantae	Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Cayratia	null	Cayratia clematidea	Cayratia clematidea Domin	Cayratia clematidea Domin	6	7707728	220	7222050	6672	3039175	null	4054755	4054755	4054755
2219	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Hieracium	pilosella	null	null	null	Hieracium pilosella L.	null	L.	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Pilosella	null	Pilosella officinarum	Hieracium pilosella L.	Pilosella officinarum subsp. officinarum	6	7707728	220	414	3065	8179194	null	7874303	3136365	7222675	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Pilosella	null	Pilosella officinarum	Hieracium pilosella L.	Pilosella officinarum Vaill.	6	7707728	220	414	3065	8179194	null	9458333	3136365	9458333
16542	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dennstaedtiaceae	Pteridium	aquilinum	null	Species	null	Pteridium aquilinum	null	(L.) Kuhn	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dennstaedtiaceae	Pteridium	null	Pteridium aquilinum	Pteridium aquilinum (L.) Kuhn	Pteridium aquilinum subsp. aquilinum	6	7707728	7228684	392	6623	9744831	null	5275012	9738601	6362227	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dennstaedtiaceae	Pteridium	null	Pteridium aquilinum	Pteridium aquilinum (L.) Kuhn	Pteridium aquilinum (L.) Kuhn	6	7707728	7228684	392	6623	8091908	null	5275012	5275012	5275012
2303	null	null	null	null	null	null	null	null	null	null	Oxalis fontana Bunge, 1835	null	null	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Oxalidaceae	Oxalis	null	Oxalis fontana	Oxalis fontana Bunge	Oxalis fontana subsp. fontana	6	7707728	220	7224021	6697	2891642	null	8156718	2891701	7734596	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Oxalidaceae	Oxalis	null	Oxalis fontana	Oxalis fontana Bunge	Oxalis fontana Bunge	6	7707728	220	7224021	6697	2891642	null	2891701	2891701	2891701
1667	null	null	null	null	null	null	null	null	null	null	Sphaerium corneum (Linnaeus, 1758)	null	null	Animalia	Mollusca	Bivalvia	Venerida	Sphaeriidae	Sphaerium	null	Sphaerium corneum	Sphaerium corneum (Linnaeus, 1758)	Sphaerium corneum (Linnaeus, 1758)	1	52	137	9310756	3247675	2286706	null	2286709	2286709	2286709	Animalia	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	null	Sphaerium corneum	Sphaerium corneum (Linnaeus, 1758)	Sphaerium corneum (Linnaeus, 1758)	1	52	137	10518636	3247675	2286706	null	2286709	2286709	2286709
1120	Animalia	Chordata	Aves	Passeriformes	Phylloscopidae	Phylloscopus	tephrocephalus	null	null	null	Phylloscopus tephrocephalus	null	null	Animalia	Chordata	Aves	Passeriformes	Phylloscopidae	Phylloscopus	null	null	Phylloscopus Boie, 1826	Phylloscopus Boie, 1826	1	44	212	729	6100963	2493047	null	null	2493047	2493047	Animalia	Chordata	Aves	Passeriformes	Phylloscopidae	Phylloscopus	null	Phylloscopus tephrocephalus	Phylloscopus tephrocephalus	Phylloscopus tephrocephalus	1	44	212	729	6100963	2493047	null	10391166	10391166	10391166
2507908	Animalia	Chordata	Aves	Piciformes	Picidae	Dryobates	villosus	null	null	null	Dryobates villosus	null	null	Animalia	Chordata	Aves	Piciformes	Picidae	Dryobates	null	null	Dryobates Boie & F, 1826	Dryobates Boie & F, 1826	1	44	212	724	9333	4849481	null	null	4849481	4849481	Animalia	Chordata	Aves	Piciformes	Picidae	Picoides	null	Picoides villosus	Dryobates villosus (Linnaeus, 1766)	Picoides villosus (Linnaeus, 1766)	1	44	212	724	9333	2477732	null	2477741	10448173	2477741
1321	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Compositae	Crupina	vulgaris	null	species	null	Crupina vulgaris Pers. ex Cass. in F. Cuvier	null	Pers. ex Cass. in F. Cuvier	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crupina	null	Crupina vulgaris	Crupina vulgaris Pers. ex Cass.	Crupina vulgaris Pers. ex Cass.	6	7707728	220	414	3065	3149954	null	3149965	3149965	3149965	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crupina	null	Crupina vulgaris	Crupina vulgaris Pers. ex Cass.	Crupina vulgaris Pers. ex Cass.	6	7707728	220	414	3065	9754499	null	3149965	3149965	3149965
13117	null	null	null	null	null	null	null	null	null	null	Pteridium aquilinum	null	null	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dennstaedtiaceae	Pteridium	null	Pteridium aquilinum	Pteridium aquilinum	Pteridium aquilinum	6	7707728	7228684	392	6623	9744831	null	5275012	5275012	5275012	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dennstaedtiaceae	Pteridium	null	Pteridium aquilinum	Pteridium aquilinum (L.) Kuhn	Pteridium aquilinum (L.) Kuhn	6	7707728	7228684	392	6623	8091908	null	5275012	5275012	5275012
3741	Animalia	Arthropoda	Insecta	Diptera	null	null	sp	null	null	null	Genus sp	null	null	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Genus	null	null	Genus	Genus	1	54	216	1457	4342	8513230	null	null	8513230	8513230	Animalia	Arthropoda	Insecta	Diptera	null	null	null	null	Diptera	Diptera	1	54	216	811	null	null	null	null	811	811
1909	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Monticola	rupestris	null	null	null	Monticola rupestris	null	null	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Monticola	null	Monticola rupestris	Monticola rupestris (Vieillot, 1818)	Monticola rupestris (Vieillot, 1818)	1	44	212	729	9322	2490948	null	5231002	5231002	5231002	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Monticola	null	Monticola rupestris	Monticola rupestris (Vieillot, 1818)	Monticola rupestris (Vieillot, 1818)	1	44	212	729	9322	8156917	null	5231002	5231002	5231002
75219	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	rufiventris	null	null	null	Turdus rufiventris	null	null	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Turdus	null	Turdus rufiventris	Turdus rufiventris Vieillot, 1818	Turdus rufiventris Vieillot, 1818	1	44	212	729	9322	2490714	null	2490718	2490718	2490718	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	null	Turdus rufiventris	Turdus rufiventris Vieillot, 1818	Turdus rufiventris Vieillot, 1818	1	44	212	729	5290	2490714	null	2490718	2490718	2490718
1933	Animalia	Chordata	Reptilia	Squamata	Scincidae	Mabuya	nigropunctata	null	null	null	Mabuya nigropunctata	null	null	Animalia	Chordata	Reptilia	Squamata	Scincidae	Mabuya	null	null	Mabuya Fitzinger, 1826	Mabuya Fitzinger, 1826	1	44	358	715	9115	9156954	null	null	9156954	9156954	Animalia	Chordata	Reptilia	Squamata	Scincidae	Copeoglossum	null	Copeoglossum nigropunctatum	Mabuya nigropunctata Greer Et Al., 2000	Copeoglossum nigropunctatum (Spix, 1825)	1	44	358	715	9115	2460965	null	8215919	8238524	8215919
2734	Plantae	Charophyta	Equisetopsida	Asterales	Asteraceae	Craspedia	null	null	species	null	Craspedia glauca	null	null	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Craspedia	null	Craspedia glauca	Craspedia glauca Spreng.	Craspedia glauca Spreng.	6	7707728	220	414	3065	7978779	null	5389177	5389177	5389177	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Craspedia	null	Craspedia glauca	Craspedia glauca (Labill.) Spreng.	Craspedia glauca (Labill.) Spreng.	6	7707728	220	414	3065	7978779	null	5389177	5389177	5389177
17397	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Glyceria	fluitans	null	Species	null	Glyceria fluitans	null	(L.) R. Br.	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Glyceria	null	Glyceria fluitans	Glyceria fluitans R.Br.	Glyceria fluitans R.Br.	6	7707728	196	1369	3073	2705475	null	2705495	2705495	2705495	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Glyceria	null	Glyceria fluitans	Glyceria fluitans (L.) R.Br.	Glyceria fluitans (L.) R.Br.	6	7707728	196	1369	3073	2705475	null	2705495	2705495	2705495
3472	Plantae	null	Equisetopsida	Asterales	Asteraceae	Lactuca	null	null	null	null	Lactuca viminea (L.) J.Presl & C.Presl, 1819	null	null	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Lactuca	null	Lactuca viminea	Lactuca viminea J.Presl & C.Presl	Lactuca viminea subsp. viminea	6	7707728	220	414	3065	3140231	null	8426891	8625614	6304786	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Lactuca	null	Lactuca viminea	Lactuca viminea J.Presl & C.Presl	Lactuca viminea J.Presl & C.Presl	6	7707728	220	414	3065	3140231	null	8625614	8625614	8625614
14148	null	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	null	null	genus	null	Altererythrobacter	null	null	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	null	null	Altererythrobacter Kwon & al., 2007	Altererythrobacter Kwon & al., 2007	3	111	197	647	4901672	4901674	null	null	4901674	4901674	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	null	null	Altererythrobacter Kwon et al., 2007	Altererythrobacter Kwon et al., 2007	3	111	197	647	4901672	4901674	null	null	4901674	4901674
2591	Chromista	null	null	null	null	null	null	null	null	null	Echinidinium	null	null	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Echinidinium	null	null	Echinidinium Zonnefeld ex Head & al., 2001	Echinidinium Zonnefeld ex Head & al., 2001	4	8770992	9049014	8920583	7476073	7663942	null	null	7663942	7663942	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Echinidinium	null	null	Echinidinium Zonnefeld ex Head et al., 2001	Echinidinium Zonnefeld ex Head et al., 2001	4	8770992	9049014	8920583	7476073	4888068	null	null	4888068	4888068
