Count	Verbatim_kingdom	Verbatim_phylum	Verbatim_class	Verbatim_order	Verbatim_family	Verbatim_genus	Verbatim_species	Verbatim_infra	Verbatim_rank	Verbatim_verbatimRank	Verbatim_scientificName	Verbatim_generic	Verbatim_author	Current_kingdom	Current_phylum	Current_klass	Current_order	Current_family	Current_genus	Current_subGenus	Current_species	Current_scientificName	Current_acceptedScientificName	Current_kingdomKey	Current_phylumKey	Current_classKey	Current_orderKey	Current_familyKey	Current_genusKey	Current_subGenusKey	Current_speciesKey	Current_taxonKey	Current_acceptedTaxonKey	Proposed_kingdom	Proposed_phylum	Proposed_klass	Proposed_order	Proposed_family	Proposed_genus	Proposed_subGenus	Proposed_species	Proposed_scientificName	Proposed_acceptedScientificName	Proposed_kingdomKey	Proposed_phylumKey	Proposed_classKey	Proposed_orderKey	Proposed_familyKey	Proposed_genusKey	Proposed_subGenusKey	Proposed_speciesKey	Proposed_taxonKey	Proposed_acceptedTaxonKey
1228	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio	null	null	species	null	Papilio rumiko	null	null	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Zerynthia	null	Zerynthia rumina	Papilio rumina Linnaeus, 1758	Zerynthia rumina (Linnaeus, 1758)	1	54	216	797	9417	5141261	null	5141297	7589600	5141297	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio	null	Papilio rumiko	Papilio rumiko	Papilio rumiko	1	54	216	797	9417	1920784	null	10148350	10148350	10148350
2392	Animalia	Arthropoda	Insecta	Homoptera	Cicadellidae	Graminella	null	null	null	null	Graminella striatella LINNAVUORI, 1959	null	null	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Graminella	null	null	Graminella	Graminella	1	54	216	809	9647	2042456	null	null	2042456	2042456	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Graminella	null	null	Graminella L.Léger & M.Gauthier	Graminella L.Léger & M.Gauthier	1	54	216	809	9647	2042456	null	null	2042456	2042456
1012	null	null	null	null	null	null	null	null	null	null	Meimuna opalifera (Walker)	null	null	Animalia	Arthropoda	Insecta	Hemiptera	Cicadidae	Meimuna	null	Meimuna opalifera	Meimuna opalifera (Walker & F., 1850)	Meimuna opalifera (Walker & F., 1850)	1	54	216	809	6049	4778732	null	8538327	8538327	8538327	Animalia	Arthropoda	Insecta	Hemiptera	Cicadidae	Meimuna	null	Meimuna opalifera	Meimuna opalifera (F.Walker, 1850)	Meimuna opalifera (F.Walker, 1850)	1	54	216	809	6049	4778732	null	8538327	8538327	8538327
1138	null	null	null	null	null	null	null	null	null	null	Meconema meridionale A. Costa, 1860	null	null	Animalia	Arthropoda	Insecta	Orthoptera	Tettigoniidae	Meconema	null	Meconema meridionale	Meconema meridionale Costa & A., 1860	Meconema meridionale Costa & A., 1860	1	54	216	1458	3991	1690427	null	1690429	1690429	1690429	Animalia	Arthropoda	Insecta	Orthoptera	Tettigoniidae	Meconema	null	Meconema meridionale	Meconema meridionale A.Costa, 1860	Meconema meridionale A.Costa, 1860	1	54	216	1458	3991	1690427	null	1690429	1690429	1690429
2237	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Amara	null	null	species	null	Amara (Amara) aenea	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Amara	null	Amara aenea	Amara aenea (Degeer, 1774)	Amara aenea (Degeer, 1774)	1	54	216	1470	3792	1035151	null	1035185	1035185	1035185	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Amara	null	Amara aenea	Amara aenea (DeGeer, 1774)	Amara aenea (DeGeer, 1774)	1	54	216	1470	3792	1035151	null	1035185	1035185	1035185
6769	null	null	null	null	null	null	null	null	subspecies	null	Notonecta glauca glauca Linnaeus, 1758	null	null	Animalia	Arthropoda	Insecta	Hemiptera	Notonectidae	Notonecta	null	Notonecta glauca	Notonecta glauca Linnaeus, 1758	Notonecta glauca Linnaeus, 1758	1	54	216	809	4322	2020516	null	2020522	2020522	2020522	Animalia	Arthropoda	Insecta	Hemiptera	Notonectidae	Notonecta	null	Notonecta glauca	Notonecta glauca glauca	Notonecta glauca glauca	1	54	216	809	4322	2020516	null	2020522	4485495	4485495
1212	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Diaethria	anna	mixteca	subspecies	null	Diaethria anna subsp. mixteca	null	Anna’s Eighty-eight	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Diaethria	null	Diaethria anna	Diaethria anna Guérin-Méneville, 1844	Diaethria anna Guérin-Méneville, 1844	1	54	216	797	7017	1908980	null	1909064	1909064	1909064	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Diaethria	null	Diaethria anna	Diaethria anna Guérin-Meneville, 1844	Diaethria anna Guérin-Meneville, 1844	1	54	216	797	7017	1908980	null	1909064	1909064	1909064
1159	null	null	null	null	null	null	null	null	null	null	Chloroclystis v-ata	null	null	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Chloroclystis	null	Chloroclystis vata	Chloroclystis vata Haworth, 1809	Chloroclystis vata Haworth, 1809	1	54	216	797	6950	1989161	null	1989428	1989428	1989428	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Chloroclystis	null	Chloroclystis v-ata	Chloroclystis v-ata (Haworth, 1809)	Chloroclystis v-ata (Haworth, 1809)	1	54	216	797	6950	1989161	null	1989428	1989428	1989428
1973	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Pseudolycaena	damo	null	species	null	Pseudolycaena damo	null	Sky-blue Greatstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Pseudolycaena	null	null	Pseudolycaena Wallengren, 1858	Pseudolycaena Wallengren, 1858	1	54	216	797	5473	1922635	null	null	1922635	1922635	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Pseudolycaena	null	Pseudolycaena damo	Pseudolycaena damo	Pseudolycaena damo	1	54	216	797	5473	1922635	null	9912279	9912279	9912279
2553	Animalia	Arthropoda	Insecta	Coleoptera	Dryopidae	Dryops	null	null	species	null	Dryops (Dryops) luridus	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Dryopidae	Dryops	null	Dryops luridus	Dryops luridus (Erichson, 1847)	Dryops luridus (Erichson, 1847)	1	54	216	1470	4732	3263022	null	1033452	1033452	1033452	Animalia	Arthropoda	Insecta	Coleoptera	Dryopidae	Dryops	null	Dryops luridus	Dryops luridus (Erichson, 1847)	Dryops luridus (Erichson, 1847)	1	54	216	1470	4732	1033449	null	1033452	1033452	1033452
1141	Animalia	Arthropoda	Insecta	Diptera	Empididae	Empis	null	null	species	null	Empis tessellata	null	null	Animalia	Arthropoda	Insecta	Diptera	Hybotidae	Empis	null	Empis tessellata	Empis tessellata Fabricius, 1794	Empis tessellata Fabricius, 1794	1	54	216	811	9706	9522174	null	1583544	1583544	1583544	Animalia	Arthropoda	Insecta	Diptera	Empididae	Empis	null	Empis tessellata	Empis tessellata Fabricius, 1794	Empis tessellata Fabricius, 1794	1	54	216	811	9483	9522174	null	1583544	1583544	1583544
1376	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Mycetophila	perpallida	null	species	null	Mycetophila perpallida Chandler, 1993	null	Chandler, 1993	Animalia	Arthropoda	Insecta	Diptera	Keroplatidae	Mycetophila	null	Mycetophila perpallida	Mycetophila perpallida Chandler, 1993	Mycetophila perpallida Chandler, 1993	1	54	216	811	5558	1487049	null	1614381	1614381	1614381	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Mycetophila	null	Mycetophila perpallida	Mycetophila perpallida Chandler, 1993	Mycetophila perpallida Chandler, 1993	1	54	216	811	5565	1487049	null	1614381	1614381	1614381
1168	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Idia	null	null	species	null	Idia americalis	null	null	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Idia	null	Idia americalis	Idia americalis (Guenée, 1854)	Idia americalis (Guenée, 1854)	1	54	216	797	4532185	6007079	null	9498206	9498206	9498206	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Idia	null	Idia americalis	Idia americalis (Guenée, 1854)	Idia americalis (Guenée, 1854)	1	54	216	797	4532185	7535296	null	9498206	9498206	9498206
1428	Animalia	null	null	null	Carabidae	Carabus	arvensis	null	null	null	Carabus arvensis Herbst, 1784	null	Herbst, 1784	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Carabus	null	Carabus arvensis	Carabus arvensis Herbst, 1784	Carabus arvensis Herbst, 1784	1	54	216	1470	3792	1036775	null	5872829	5872829	5872829	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Carabus	null	Carabus arcensis	Carabus arvensis Herbst, 1784	Carabus arcensis Herbst, 1784	1	54	216	1470	3792	1036775	null	4470649	5872829	4470649
1056	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Lesteva	null	null	species	null	Lesteva sicula	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Lesteva	null	Lesteva sicula	Lesteva sicula Erichson, 1840	Lesteva sicula Erichson, 1840	1	54	216	1470	7854	4408154	null	4444009	4444009	4444009	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Lesteva	null	Lesteva sicula	Lesteva sicula (Erichson, 1840)	Lesteva sicula (Erichson, 1840)	1	54	216	1470	7854	4408154	null	4444009	4444009	4444009
1462	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Idris	null	null	null	null	Idris	null	null	Animalia	Arthropoda	Insecta	Hymenoptera	Scelionidae	Idris	null	null	Idris Förster, 1856	Idris Förster, 1856	1	54	216	1457	4349	1402157	null	null	1402157	1402157	Animalia	Arthropoda	Insecta	Hymenoptera	Scelionidae	Idris	null	null	Idris Förster, 1856	Idris Förster, 1856	1	54	216	1457	4349	10065066	null	null	10065066	10065066
1268	null	null	null	null	null	null	null	null	null	null	Eurysternus plebejus Harold, 1880	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Eurysternus	null	Eurysternus plebejus	Eurysternus plebejus Harold, 1880	Eurysternus plebejus Harold, 1880	1	54	216	1470	5840	1093143	null	4998014	4998014	4998014	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Eurysternus	null	Eurysternus plebejus	Eurysternus plebejus Harold, 1880	Eurysternus plebejus Harold, 1880	1	54	216	1470	4239	1093143	null	4998014	4998014	4998014
4278	null	null	null	null	null	null	null	null	null	null	Gomphus pulchellus Selys, 1840	null	null	Animalia	Arthropoda	Insecta	Odonata	Gomphidae	Gomphus	null	Gomphus pulchellus	Gomphus pulchellus Selys, 1840	Gomphus pulchellus Selys, 1840	1	54	216	789	4486	1426461	null	5051947	5051947	5051947	Animalia	Arthropoda	Insecta	Odonata	Gomphidae	Gomphus	null	Gomphus pulchellus	Gomphus pulchellus Selys-Longchamps, 1840	Gomphus pulchellus Selys-Longchamps, 1840	1	54	216	789	4486	1426461	null	5051947	5051947	5051947
3059	null	Arthropoda	Insecta	Diptera	Mycetophilidae	Mycetophila	null	null	null	null	null	null	null	Animalia	Arthropoda	Insecta	Diptera	Keroplatidae	Mycetophila	null	null	Mycetophila Meigen, 1803	Mycetophila Meigen, 1803	1	54	216	811	5558	1487049	null	null	1487049	1487049	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Mycetophila	null	null	Mycetophila Meigen, 1803	Mycetophila Meigen, 1803	1	54	216	811	5565	1487049	null	null	1487049	1487049
2221	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Helina	null	null	genus	null	null	null	null	Animalia	Arthropoda	Insecta	Diptera	Lonchaeidae	Helina	null	null	Helina Robineau-Desvoidy, 1830	Helina Robineau-Desvoidy, 1830	1	54	216	811	5559	1526192	null	null	1526192	1526192	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Helina	null	null	Helina Robineau-Desvoidy, 1830	Helina Robineau-Desvoidy, 1830	1	54	216	811	5564	1526192	null	null	1526192	1526192
1876	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Melanoplus	null	null	species	null	Melanoplus differentialis	null	null	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Melanoplus	null	Melanoplus differentialis	Melanoplus differentialis (Thomas & C., 1865)	Melanoplus differentialis (Thomas & C., 1865)	1	54	216	1458	9394	1698834	null	1699044	1699044	1699044	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Melanoplus	null	Melanoplus differentialis	Melanoplus differentialis (C.Thomas, 1865)	Melanoplus differentialis (C.Thomas, 1865)	1	54	216	1458	9394	1698834	null	1699044	1699044	1699044
1462	Animalia	null	null	null	Empidoidea	null	null	null	species	null	Empis tessellata	null	null	Animalia	Arthropoda	Insecta	Diptera	Hybotidae	Empis	null	Empis tessellata	Empis tessellata Fabricius, 1794	Empis tessellata Fabricius, 1794	1	54	216	811	9706	9522174	null	1583544	1583544	1583544	Animalia	Arthropoda	Insecta	Diptera	Empididae	Empis	null	Empis tessellata	Empis tessellata Fabricius, 1794	Empis tessellata Fabricius, 1794	1	54	216	811	9483	9522174	null	1583544	1583544	1583544
1176	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Iridomyrmex	null	null	species	null	Iridomyrmex suchieri	null	null	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Iridomyrmex	null	null	Iridomyrmex Mayr, 1862	Iridomyrmex Mayr, 1862	1	54	216	1457	4342	1326011	null	null	1326011	1326011	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Iridomyrmex	null	Iridomyrmex suchieri	Iridomyrmex suchieri	Iridomyrmex suchieri	1	54	216	1457	4342	1326011	null	10058232	10058232	10058232
1048	null	null	null	Coleoptera	Silphidae	Nicrophorus	null	null	null	null	Nicrophorus quadripunctatus Kraatz	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Silphidae	Nicrophorus	null	Nicrophorus quadripunctatus	Nicrophorus quadripunctatus Kraatz, 1877	Nicrophorus quadripunctatus Kraatz, 1877	1	54	216	1470	4762	1038957	null	1038959	1038959	1038959	Animalia	Arthropoda	Insecta	Coleoptera	Silphidae	Nicrophorus	null	Nicrophorus quadripunctatus	Nicrophorus quadripunctatus (Kraatz, 1877)	Nicrophorus quadripunctatus (Kraatz, 1877)	1	54	216	1470	4762	1038957	null	1038959	1038959	1038959
2486	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Trimerotropis	pallidipennis	null	null	null	null	null	null	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Trimerotropis	null	Trimerotropis pallidipennis	Trimerotropis pallidipennis (Burmeister & H., 1838)	Trimerotropis pallidipennis (Burmeister & H., 1838)	1	54	216	1458	9394	9793490	null	1709239	1709239	1709239	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Trimerotropis	null	Trimerotropis pallidipennis	Trimerotropis pallidipennis (H.Burmeister, 1838)	Trimerotropis pallidipennis (H.Burmeister, 1838)	1	54	216	1458	9394	9793490	null	1709239	1709239	1709239
1779	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Leiopus	null	null	species	null	Leiopus nebulosus	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Leiopus	null	Leiopus nebulosus	Leiopus nebulosus (Linné, 1758)	Leiopus nebulosus (Linné, 1758)	1	54	216	1470	5602	1106482	null	5819538	5819538	5819538	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Leiopus	null	Leiopus nebulosus	Leiopus nebulosus (Linnaeus, 1758)	Leiopus nebulosus (Linnaeus, 1758)	1	54	216	1470	5602	9154071	null	5819538	5819538	5819538
1500	Animalia	Arthropoda	Insecta	Coleoptera	Leiodidae	Anisotoma	glabra	null	Species	null	Anisotoma glabra	null	(Kugelann, 1794)	Animalia	Arthropoda	Insecta	Coleoptera	Leiodesidae	Anisotoma	null	Anisotoma glabra	Anisotoma glabra (Kugelann, 1794)	Anisotoma glabra (Kugelann, 1794)	1	54	216	1470	9544026	7632152	null	7694098	7694098	7694098	Animalia	Arthropoda	Insecta	Coleoptera	Leiodidae	Anisotoma	null	Anisotoma glabra	Anisotoma glabra (Kugelann, 1794)	Anisotoma glabra (Kugelann, 1794)	1	54	216	1470	4738	7632152	null	7694098	7694098	7694098
2131	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Migonemyia	migonei	null	Espécie	null	Migonemyia migonei (França, 1920)	null	(França, 1920)	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Migonemyia	null	null	Migonemyia Galati, 1995	Migonemyia Galati, 1995	1	54	216	811	9164	5980913	null	null	5980913	5980913	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Migonemyia	null	Migonemyia migonei	Migonemyia migonei	Migonemyia migonei	1	54	216	811	9164	5980913	null	10496915	10496915	10496915
1104	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Euplectus	karstenii	null	Species	null	Euplectus karstenii	null	(Reichenbach, 1816)	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Euplectus	null	Euplectus karsteni	Euplectus karsteni (Reichenbach, 1816)	Euplectus karsteni (Reichenbach, 1816)	1	54	216	1470	7854	1041371	null	4989691	4989691	4989691	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Euplectus	null	Euplectus karstenii	Euplectus karstenii (Reichenbach, 1816)	Euplectus karstenii (Reichenbach, 1816)	1	54	216	1470	7854	1041371	null	5747035	5747035	5747035
5163	null	null	null	null	null	null	null	null	null	null	Chloroclystis v-ata	null	null	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Chloroclystis	null	null	Chloroclystis Hübner, 1825	Chloroclystis Hübner, 1825	1	54	216	797	6950	1989161	null	null	1989161	1989161	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Chloroclystis	null	Chloroclystis v-ata	Chloroclystis v-ata (Haworth, 1809)	Chloroclystis v-ata (Haworth, 1809)	1	54	216	797	6950	1989161	null	1989428	1989428	1989428
4111	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Hippodamia	null	null	species	null	Hippodamia convergens	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Hippodamia	null	Hippodamia convergens	Hippodamia convergens Guérin-Meneville, 1842	Hippodamia convergens Guérin-Meneville, 1842	1	54	216	1470	7782	8307791	null	4989894	4989894	4989894	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Hippodamia	null	Hippodamia convergens	Hippodamia convergens Guérin-Méneville, 1842	Hippodamia convergens Guérin-Méneville, 1842	1	54	216	1470	7782	8307791	null	4989894	4989894	4989894
5006	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura	rubra	null	Species	null	Stictoleptura rubra	null	(Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura	null	Stictoleptura rubra	Stictoleptura rubra (Linné, 1758)	Stictoleptura rubra (Linné, 1758)	1	54	216	1470	5602	1153592	null	8966182	8966182	8966182	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura	null	Stictoleptura rubra	Stictoleptura rubra (Linnaeus, 1758)	Stictoleptura rubra (Linnaeus, 1758)	1	54	216	1470	5602	1153592	null	8966182	8966182	8966182
3978	null	null	null	null	null	null	null	null	null	null	Cetonia aurata (Linnaeus, 1758)	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Cetoniidae	Cetonia	null	Cetonia aurata	Cetonia aurata (Linnaeus, 1761)	Cetonia aurata (Linnaeus, 1761)	1	54	216	1470	4204	1050095	null	1077829	1077829	1077829	Animalia	Arthropoda	Insecta	Coleoptera	Cetoniidae	Cetonia	null	Cetonia aurata	Cetonia aurata (Linnaeus, 1758)	Cetonia aurata (Linnaeus, 1758)	1	54	216	1470	4204	1050095	null	1077829	1077829	1077829
1121	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	latus	null	Species	null	Harpalus latus	null	(Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	null	Harpalus latus	Harpalus latus Linnaeus, 1758	Harpalus latus Linnaeus, 1758	1	54	216	1470	3792	1035821	null	5755339	5755339	5755339	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	null	Harpalus latus	Harpalus latus (Linnaeus, 1758)	Harpalus latus (Linnaeus, 1758)	1	54	216	1470	3792	1035821	null	8711380	8711380	8711380
1048	Animalia	Arthropoda	Insecta	Hemiptera	Coccidae	Saissetia	oleae	oleae	subspecies	null	Saissetia oleae oleae (Olivier, 1791)	null	null	Animalia	Arthropoda	Insecta	Hemiptera	Coccidae	Saissetia	null	Saissetia oleae	Saissetia oleae Olivier	Saissetia oleae Olivier	1	54	216	809	6963	2091083	null	9078997	9078997	9078997	Animalia	Arthropoda	Insecta	Hemiptera	Coccidae	Saissetia	null	Saissetia oleae	Saissetia oleae oleae	Saissetia oleae oleae	1	54	216	809	6963	2091083	null	9078997	8736348	8736348
1889	null	null	null	null	null	null	null	null	null	null	Chalcolestes viridis	null	null	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Lestes	null	Lestes viridis	Chalcolestes viridis (Vander Linden, 1825)	Lestes viridis Vander Linden, 1825	1	54	216	789	4489	1423980	null	1424036	5865098	1424036	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Lestes	null	Lestes viridis	Chalcolestes viridis (Van der Linden, 1825)	Lestes viridis Vander Linden, 1825	1	54	216	789	4489	1423980	null	1424036	5865098	1424036
1497	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Mycetophila	fungorum	null	species	null	Mycetophila fungorum De Geer, 1776	null	De Geer, 1776	Animalia	Arthropoda	Insecta	Diptera	Keroplatidae	Mycetophila	null	Mycetophila fungorum	Mycetophila fungorum (De Geer, 1776)	Mycetophila fungorum (De Geer, 1776)	1	54	216	811	5558	1487049	null	1614746	1614746	1614746	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Mycetophila	null	Mycetophila fungorum	Mycetophila fungorum (De Geer, 1776)	Mycetophila fungorum (De Geer, 1776)	1	54	216	811	5565	1487049	null	1614746	1614746	1614746
1392	Animalia	Arthropoda	Insecta	Diptera	Tachinidae	Tachina	null	null	species	null	Tachina grossa	null	null	Animalia	Arthropoda	Insecta	Diptera	Rhinophoridae	Tachina	null	Tachina grossa	Tachina grossa (Linnaeus, 1758)	Tachina grossa (Linnaeus, 1758)	1	54	216	811	5589	1470805	null	5978626	5978626	5978626	Animalia	Arthropoda	Insecta	Diptera	Tachinidae	Tachina	null	Tachina grossa	Tachina grossa (Linnaeus, 1758)	Tachina grossa (Linnaeus, 1758)	1	54	216	811	6918	1470805	null	5978626	5978626	5978626
9406	Animalia	Arthropoda	Insecta	Lepidoptera	Pyralidae	null	null	null	Subfamilia	null	Phycitinae	null	null	Animalia	Arthropoda	Insecta	Lepidoptera	Pyralidae	null	null	null	Phycitidae	Pyralidae	1	54	216	797	5336	null	null	null	6120457	5336	Animalia	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	null	null	Phycitinae GenusA	Phycitinae GenusA	1	54	216	797	5336	10502912	null	null	10502912	10502912
1012	null	null	null	null	null	null	null	null	null	null	Stenurella nigra (Linnaeus, 1758)	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenurella	null	Stenurella nigra	Stenurella nigra (Linné, 1758)	Stenurella nigra (Linné, 1758)	1	54	216	1470	5602	1149489	null	8779452	8779452	8779452	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenurella	null	Stenurella nigra	Stenurella nigra (Linnaeus, 1758)	Stenurella nigra (Linnaeus, 1758)	1	54	216	1470	5602	1149489	null	8779452	8779452	8779452
1390	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Zaretis	ellops	null	species	null	Zaretis ellops	null	Holey Leafwing, Seasonal Leafwing	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Zaretis	null	Zaretis itys	Zaretis ellops (Ménétriès, 1855)	Zaretis itys ellops Ménétriès, 1855	1	54	216	797	7017	1902399	null	1902406	1902401	6233369	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Zaretis	null	Zaretis itys	Zaretis ellops (Ménétriès, 1855)	Zaretis itys ellops Ménétriés, 1855	1	54	216	797	7017	1902399	null	1902406	1902401	6233369
2295	Animalia	Arthropoda	Insecta	Hemiptera	Micronectidae	Tenagobia	mexicana	null	null	null	Tenagobia  mexicana	null	null	Animalia	Arthropoda	Insecta	Hemiptera	Corixidae	Tenagobia	null	Tenagobia mexicana	Tenagobia mexicana	Tenagobia mexicana	1	54	216	809	6988	2049843	null	9074514	9074514	9074514	Animalia	Arthropoda	Insecta	Hemiptera	Corixidae	Tenagobia	null	Tenagobia mexicana	Tenagobia mexicana Deay, 1930-01	Tenagobia mexicana Deay, 1930-01	1	54	216	809	6988	2049843	null	9074514	9074514	9074514
1237	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Saperda	carcharias	null	Species	null	Saperda carcharias	null	(Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Saperda	null	Saperda carcharias	Saperda carcharias (Linné, 1758)	Saperda carcharias (Linné, 1758)	1	54	216	1470	5602	1099381	null	7759824	7759824	7759824	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Saperda	null	Saperda carcharias	Saperda carcharias (Linnaeus, 1758)	Saperda carcharias (Linnaeus, 1758)	1	54	216	1470	5602	1099381	null	7759824	7759824	7759824
1123	null	null	null	null	null	null	null	null	null	null	Musca domestica	null	null	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Musca	null	Musca domestica	Musca domestica Linnaeus, 1758	Musca domestica Linnaeus, 1758	1	54	216	811	6920	8097933	null	1524843	1524843	1524843	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Musca	null	Musca domestica	Musca domestica Linnaeus, 1758	Musca domestica Linnaeus, 1758	1	54	216	811	5564	8097933	null	1524843	1524843	1524843
1023	Animalia	null	Insecta	Lepidoptera	null	null	null	null	species	null	Anchoscelis litura	null	null	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Agrochola	null	null	Anchoscelis Guenée, 1839	Agrochola Hübner, 1821	1	54	216	797	7015	1789978	null	null	4687325	1789978	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Agrochola	null	Agrochola litura	Anchoscelis litura (Linnaeus, 1760)	Agrochola litura (Linnaeus, 1758)	1	54	216	797	7015	1789978	null	1789982	9997937	1789982
2920	Animalia	Arthropoda	Insecta	Lepidoptera	null	Noctua	interjecta	null	null	null	Noctua interjecta	null	null	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Noctua	null	Noctua interjecta	Noctua interjecta Hubner, 1803	Noctua interjecta Hubner, 1803	1	54	216	797	7015	1789671	null	1789694	1789694	1789694	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Noctua	null	Noctua interjecta	Noctua interjecta Hübner, 1803	Noctua interjecta Hübner, 1803	1	54	216	797	7015	1789671	null	1789694	1789694	1789694
1787	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	null	null	null	null	null	Cryptinae	null	null	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	null	null	null	Ichneumonidae	Ichneumonidae	1	54	216	1457	3512	null	null	null	3512	3512	Animalia	null	null	null	null	Cryptina	null	null	Cryptina	Cryptina	1	null	null	null	null	8380203	null	null	8380203	8380203
