Count	Verbatim_kingdom	Verbatim_phylum	Verbatim_class	Verbatim_order	Verbatim_family	Verbatim_genus	Verbatim_species	Verbatim_infra	Verbatim_rank	Verbatim_verbatimRank	Verbatim_scientificName	Verbatim_generic	Verbatim_author	Current_kingdom	Current_phylum	Current_klass	Current_order	Current_family	Current_genus	Current_subGenus	Current_species	Current_scientificName	Current_acceptedScientificName	Current_kingdomKey	Current_phylumKey	Current_classKey	Current_orderKey	Current_familyKey	Current_genusKey	Current_subGenusKey	Current_speciesKey	Current_taxonKey	Current_acceptedTaxonKey	Proposed_kingdom	Proposed_phylum	Proposed_klass	Proposed_order	Proposed_family	Proposed_genus	Proposed_subGenus	Proposed_species	Proposed_scientificName	Proposed_acceptedScientificName	Proposed_kingdomKey	Proposed_phylumKey	Proposed_classKey	Proposed_orderKey	Proposed_familyKey	Proposed_genusKey	Proposed_subGenusKey	Proposed_speciesKey	Proposed_taxonKey	Proposed_acceptedTaxonKey
4276	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Anastrangalia	sanguinolenta	null	Species	null	Anastrangalia sanguinolenta	null	(Linnaeus, 1761)	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Anastrangalia	null	Anastrangalia sanguinolenta	Anastrangalia sanguinolenta (Linné, 1761)	Anastrangalia sanguinolenta (Linné, 1761)	1	54	216	1470	5602	1096866	null	1096909	1096909	1096909	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Anastrangalia	null	Anastrangalia sanguinolenta	Anastrangalia sanguinolenta (Linnaeus, 1761)	Anastrangalia sanguinolenta (Linnaeus, 1761)	1	54	216	1470	5602	1096866	null	1096909	1096909	1096909
1516	Animalia	null	null	null	Syrphidae	null	null	null	species	null	Eristalis horticola	null	null	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Musca	null	Musca horticola	Eristalis horticola (De Geer, 1776)	Musca horticola De Geer, 1776	1	54	216	811	6920	8097933	null	7732464	6098381	7732464	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalis	null	Eristalis lineata	Eristalis horticola	Eristalis lineata (Harris, 1776)	1	54	216	811	6920	1491190	null	7834133	6098381	7834133
2510	Animalia	Uniramia	Insecta	Plecoptera	Leuctridae	Leuctra	null	null	Species	null	Leuctra fusca	null	null	Animalia	Arthropoda	Insecta	Plecoptera	Leuctridae	Leuctra	null	Leuctra fusca	Leuctra fusca (Linnaeus, 1758)	Leuctra fusca (Linnaeus, 1758)	1	54	216	787	2998	2001760	null	2001954	2001954	2001954	Animalia	Arthropoda	Insecta	Plecoptera	Leuctridae	Leuctra	null	Leuctra fusca	Leuctra fusca (Linnaeus, 1758)	Leuctra fusca (Linnaeus, 1758)	1	54	216	787	2998	10214186	null	2001954	2001954	2001954
1528	Animalia	null	null	null	Cerambycidae	null	null	null	species	null	Leptura quadrifasciata	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Leptura	null	Leptura quadrifasciata	Leptura quadrifasciata Linné, 1758	Leptura quadrifasciata Linné, 1758	1	54	216	1470	5602	6269466	null	4458782	4458782	4458782	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Leptura	null	Leptura quadrifasciata	Leptura quadrifasciata Linnaeus, 1758	Leptura quadrifasciata Linnaeus, 1758	1	54	216	1470	5602	6269466	null	4458782	4458782	4458782
2342	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Aromia	moschata	null	Species	null	Aromia moschata	null	(Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Aromia	null	Aromia moschata	Aromia moschata (Linné, 1758)	Aromia moschata (Linné, 1758)	1	54	216	1470	5602	1118783	null	5001643	5001643	5001643	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Aromia	null	Aromia moschata	Aromia moschata (Linnaeus, 1758)	Aromia moschata (Linnaeus, 1758)	1	54	216	1470	5602	1118783	null	5001643	5001643	5001643
1219	null	null	null	null	null	Tethea	null	null	null	null	Tethea or (Denis & Schiffermüller, 1775)	null	null	Animalia	Arthropoda	Insecta	Lepidoptera	Drepanidae	Tethea	null	Tethea or	Tethea or (Denis & Schiffermuller, 1775)	Tethea or (Denis & Schiffermuller, 1775)	1	54	216	797	7294	1952300	null	5142971	5142971	5142971	Animalia	Arthropoda	Insecta	Lepidoptera	Drepanidae	Tethea	null	null	Tethea Ochsenheimer, 1816	Tethea Ochsenheimer, 1816	1	54	216	797	7294	1952300	null	null	1952300	1952300
1748	Animalia	Arthropoda	Hexapoda	Coleoptera	Chrysomelidae	Algarobius	riochama	null	null	null	Algarobius riochama Kingsolver	null	Kingsolver	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Algarobius	null	Algarobius riochama	Algarobius riochama Kingsolver	Algarobius riochama Kingsolver	1	54	216	1470	7780	1047438	null	6949875	6949875	6949875	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Algarobius	null	Algarobius riochama	Algarobius riochama Kingsolver, 1986	Algarobius riochama Kingsolver, 1986	1	54	216	1470	7780	1047438	null	6949875	6949875	6949875
1094	Animalia	Arthropoda	Insecta	Hymenoptera	Pamphiliidae	Pamphilius	komonensis	null	null	null	Pamphilius komonensis	null	null	Animalia	Arthropoda	Insecta	Hymenoptera	Pamphiliidae	Pamphilius	null	null	Pamphilius Latreille, 1802	Pamphilius Latreille, 1802	1	54	216	1457	4346	4406666	null	null	4406666	4406666	Animalia	Arthropoda	Insecta	Hymenoptera	Pamphiliidae	Pamphilius	null	Pamphilius komonensis	Pamphilius komonensis	Pamphilius komonensis	1	54	216	1457	4346	4406666	null	9845988	9845988	9845988
1130	Animalia	Arthropoda	Insecta	Hymenoptera	Tenthredinidae	Loderus	genucinctus	null	null	null	Loderus genucinctus	null	null	Animalia	Arthropoda	Insecta	Hymenoptera	Tenthredinidae	Loderus	null	Loderus genucinctus	Loderus genucinctus Zaddach, 1859	Loderus genucinctus Zaddach, 1859	1	54	216	1457	7918	4681532	null	8509361	8509361	8509361	Animalia	Arthropoda	Insecta	Hymenoptera	Tenthredinidae	Dolerus	null	Dolerus genucinctus	Loderus genucinctus (Zaddach, 1859)	Dolerus genucinctus Zaddach, 1859	1	54	216	1457	7918	7657055	null	6097070	8509361	6097070
1230	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae	Nysius	null	null	species	null	Nysius vinitor	null	null	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae	Nysius	null	Nysius vinitor	Nysius vinitor Bergroth & E., 1891	Nysius vinitor Bergroth & E., 1891	1	54	216	809	7888	2007771	null	4771451	4771451	4771451	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae	Nysius	null	Nysius vinitor	Nysius vinitor E.Bergroth, 1891	Nysius vinitor E.Bergroth, 1891	1	54	216	809	7888	2007771	null	4771451	4771451	4771451
1974	Animalia	Arthropoda	Merostomata	null	Eurypteridae	Eurypterus	remipes	null	Species	null	Eurypterus remipes	null	DeKay	Animalia	Arthropoda	Insecta	Lepidoptera	null	Eurypterus	null	Eurypterus remipes	Eurypterus remipes DeKay	Eurypterus remipes DeKay	1	54	216	797	null	3257497	null	5799725	5799725	5799725	Animalia	Arthropoda	Merostomata	null	Eurypteridae	Eurypterus	null	Eurypterus remipes	Eurypterus remipes DeKay, 1825	Eurypterus remipes DeKay, 1825	1	54	351	null	3255180	3255181	null	5799725	5799725	5799725
2201	null	null	null	null	null	null	null	null	null	null	Acrossus rufipes (Linnaeus, 1758)	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Aphodiidae	Acrossus	null	Acrossus luridus	Acrossus rufipes (Linnaeus, 1758)	Acrossus luridus (Fabricius, 1775)	1	54	216	1470	2933	1068519	null	1068608	1068592	1068608	Animalia	Arthropoda	Insecta	Coleoptera	Aphodiidae	Acrossus	null	Acrossus rufipes	Acrossus rufipes (Linnaeus, 1758)	Acrossus rufipes (Linnaeus, 1758)	1	54	216	1470	2933	1068519	null	1068592	1068592	1068592
1302	null	Arthropoda	Insecta	Diptera	Muscidae	Helina	null	null	null	null	Helina sp. (BOLD:ACE8833)	null	null	Animalia	Arthropoda	Insecta	Diptera	Lonchaeidae	Helina	null	null	Helina Robineau-Desvoidy, 1830	Helina Robineau-Desvoidy, 1830	1	54	216	811	5559	1526192	null	null	1526192	1526192	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Helina	null	null	Helina Robineau-Desvoidy, 1830	Helina Robineau-Desvoidy, 1830	1	54	216	811	5564	1526192	null	null	1526192	1526192
2126	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Biblis	hyperia	aganisa	subspecies	null	Biblis hyperia subsp. aganisa	null	null	Animalia	Arthropoda	Insecta	Lepidoptera	Riodinidae	Fabricius	null	Biblis hyperia	Biblis hyperia aganisa Boisduval, 1836	Biblis hyperia aganisa Boisduval, 1836	1	54	216	797	1933999	9801452	null	5131957	5714535	5714535	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Fabricius	null	Biblis hyperia	Biblis hyperia aganisa Boisduval, 1836	Biblis hyperia aganisa Boisduval, 1836	1	54	216	797	5473	9801452	null	5131957	5714535	5714535
2360	null	null	null	null	null	null	null	null	null	null	Cetonia aurata	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Cetoniidae	Cetonia	null	Cetonia aurata	Cetonia aurata (Linnaeus, 1761)	Cetonia aurata (Linnaeus, 1761)	1	54	216	1470	4204	1050095	null	1077829	1077829	1077829	Animalia	Arthropoda	Insecta	Coleoptera	Cetoniidae	Cetonia	null	Cetonia aurata	Cetonia aurata (Linnaeus, 1758)	Cetonia aurata (Linnaeus, 1758)	1	54	216	1470	4204	1050095	null	1077829	1077829	1077829
2241	Animalia	Arthropoda	Insecta	Orthoptera	Tettigoniidae	Metrioptera	null	null	null	null	Metrioptera brachyptera (Linnaeus 1761)	null	null	Animalia	Arthropoda	Insecta	Orthoptera	Tettigoniidae	Metrioptera	null	Metrioptera brachyptera	Metrioptera brachyptera (Linnaeus, 1761)	Metrioptera brachyptera (Linnaeus, 1761)	1	54	216	1458	3991	1685533	null	1685536	1685536	1685536	Animalia	Arthropoda	Insecta	Phasmida	Pseudophasmatidae	Pseudophasma	null	Pseudophasma brachypterum	Metrioptera brachyptera (Linnaeus, 1761)	Pseudophasma brachypterum (Linnaeus, 1763)	1	54	216	1460	7515	8708834	null	5050381	1685536	5050381
1274	null	null	null	null	null	null	null	null	null	null	Salpingus ruficollis (Linnaeus, 1761)	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Salpingidae	Salpingus	null	Salpingus ruficollis	Salpingus ruficollis (Linnaeus, 1761)	Salpingus ruficollis (Linnaeus, 1761)	1	54	216	1470	7848	1185987	null	4456183	4456183	4456183	Animalia	Arthropoda	Insecta	Coleoptera	Salpingidae	Salpingus	null	Salpingus ruficollis	Salpingus ruficollis (Linnaeus, 1761)	Salpingus ruficollis (Linnaeus, 1761)	1	54	216	1470	7848	10446880	null	4456183	4456183	4456183
1293	null	null	null	null	null	null	null	null	null	null	Platystomos albinus (Linnaeus, 1758)	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Anthribidae	Platystomos	null	Platystomos albinus	Platystomos albinus (Linnaeus & C., 1758)	Platystomos albinus (Linnaeus & C., 1758)	1	54	216	1470	4206	1168107	null	1168125	1168125	1168125	Animalia	Arthropoda	Insecta	Coleoptera	Anthribidae	Platystomos	null	Platystomos albinus	Platystomos albinus (C.Linnaeus, 1758)	Platystomos albinus (C.Linnaeus, 1758)	1	54	216	1470	4206	1168107	null	1168125	1168125	1168125
1245	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Stenus	juno	null	Species	null	Stenus juno	null	(Paykull, 1789)	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Stenus	null	Stenus juno	Stenus juno Fabricius	Stenus juno Fabricius	1	54	216	1470	7854	1040427	null	1040526	1040526	1040526	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Stenus	null	Stenus juno	Stenus juno (Paykull, 1789)	Stenus juno (Paykull, 1789)	1	54	216	1470	7854	1040427	null	1040526	1040526	1040526
1366	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Eucnecosum	brunnescens	null	species	null	Eucnecosum brunnescens	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Eucnecosum	null	Eucnecosum brunnescens	Eucnecosum brunnescens (J.R.Sahlberg, 1871)	Eucnecosum brunnescens (J.R.Sahlberg, 1871)	1	54	216	1470	7854	4444398	null	4444400	4444400	4444400	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Arpedium	null	Arpedium brunnescens	Eucnecosum brunnescens (J.R.Sahlberg, 1871)	Arpedium brunnescens J.Sahlberg, 1871	1	54	216	1470	7854	4405608	null	4444402	4444400	4444402
2165	Animalia	null	null	null	Cerambycidae	null	null	null	species	null	Clytus arietis	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Clytus	null	Clytus arietis	Clytus arietis (Linné, 1758)	Clytus arietis (Linné, 1758)	1	54	216	1470	5602	1125686	null	7994366	7994366	7994366	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Clytus	null	Clytus arietis	Clytus arietis (Linnaeus, 1758)	Clytus arietis (Linnaeus, 1758)	1	54	216	1470	5602	1125686	null	7994366	7994366	7994366
5531	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	null	null	species	null	Coccinella undecimpunctata	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	null	Coccinella undecimpunctata	Coccinella undecimpunctata Linnaeus, 1758	Coccinella undecimpunctata Linnaeus, 1758	1	54	216	1470	7782	1043502	null	4990195	4990195	4990195	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Coccinella	null	Coccinella undecimpunctata	Coccinella undecimpunctata Linnaeus, 1758	Coccinella undecimpunctata Linnaeus, 1758	1	54	216	1470	7830	1043502	null	4990195	4990195	4990195
1004	null	null	null	null	null	null	null	null	null	null	Scolytus intricatus (Ratzeburg, 1837)	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Eccoptogaster	null	Eccoptogaster intricata	Scolytus intricatus Wood & Bright, 1992	Eccoptogaster intricata Ratzeburg, 1837	1	54	216	1470	4239	7726088	null	1238585	1189446	1238585	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Eccoptogaster	null	Eccoptogaster intricatus	Scolytus intricatus Wood & Bright, 1992	Eccoptogaster intricatus Ratzeburg, 1837	1	54	216	1470	4239	7726088	null	1238585	1189446	1238585
3915	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Helochares	null	null	species	null	Helochares lividus	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Helochares	null	Helochares punctatus	Helochares livipus Forster	Helochares punctatus Sharp, 1869	1	54	216	1470	7830	1034296	null	4433842	7584122	4433842	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Helochares	null	Helochares lividus	Helochares lividus (Forster & J.R., 1771)	Helochares lividus (Forster & J.R., 1771)	1	54	216	1470	7830	1034296	null	4433843	4433843	4433843
1618	null	null	null	null	null	null	null	null	null	null	Tomicus piniperda (Linnaeus, 1758)	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Tomicus	null	Tomicus piniperda	Tomicus piniperda (Linnaeus & C., 1758)	Tomicus piniperda (Linnaeus & C., 1758)	1	54	216	1470	4239	1211157	null	1211257	1211257	1211257	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Tomicus	null	Tomicus piniperda	Tomicus piniperda (C.Linnaeus, 1758)	Tomicus piniperda (C.Linnaeus, 1758)	1	54	216	1470	4239	1211157	null	1211257	1211257	1211257
1477	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	null	null	null	Species	Spp	Coccinella quinquepunctata	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	null	Coccinella quinquepunctata	Coccinella quinquepunctata Linnaeus, 1758	Coccinella quinquepunctata Linnaeus, 1758	1	54	216	1470	7782	1043502	null	5877900	5877900	5877900	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Coccinella	null	Coccinella quinquepunctata	Coccinella quinquepunctata Linnaeus, 1758	Coccinella quinquepunctata Linnaeus, 1758	1	54	216	1470	7830	1043502	null	5877900	5877900	5877900
1470	Animalia	Arthropoda	Insecta	Orthoptera	null	null	null	null	species	null	Metrioptera brachyptera	null	(Linnaeus, 1761)	Animalia	Arthropoda	Insecta	Orthoptera	Tettigoniidae	Metrioptera	null	Metrioptera brachyptera	Metrioptera brachyptera (Linnaeus, 1761)	Metrioptera brachyptera (Linnaeus, 1761)	1	54	216	1458	3991	1685533	null	1685536	1685536	1685536	Animalia	Arthropoda	Insecta	Phasmida	Pseudophasmatidae	Pseudophasma	null	Pseudophasma brachypterum	Metrioptera brachyptera (Linnaeus, 1761)	Pseudophasma brachypterum (Linnaeus, 1763)	1	54	216	1460	7515	8708834	null	5050381	1685536	5050381
1492	Animalia	Arthropoda	Insecta	Coleoptera	Pyrochroidae	Pyrochroa	coccinea	null	Species	null	Pyrochroa coccinea	null	(Linnaeus, 1760)	Animalia	Arthropoda	Insecta	Coleoptera	Cantharidae	Cantharis	null	Cantharis coccinea	Pyrochroa coccinea (Linnaeus, 1761)	Cantharis coccinea Linnaeus, 1760	1	54	216	1470	7777	3237452	null	6947280	5751237	6947280	Animalia	Arthropoda	Insecta	Coleoptera	Cantharidae	Cantharis	null	Cantharis coccinea	Pyrochroa coccinea (Linnaeus, 1761)	Cantharis coccinea Linnaeus, 1761	1	54	216	1470	7777	3237452	null	6947280	5751237	6947280
5813	null	null	null	null	null	null	null	null	null	null	Chalcolestes viridis (Vander Linden, 1825)	null	null	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Lestes	null	Lestes viridis	Chalcolestes viridis (Vander Linden, 1825)	Lestes viridis Vander Linden, 1825	1	54	216	789	4489	1423980	null	1424036	5865098	1424036	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Lestes	null	Lestes viridis	Chalcolestes viridis (Van der Linden, 1825)	Lestes viridis Vander Linden, 1825	1	54	216	789	4489	1423980	null	1424036	5865098	1424036
1055	Animalia	null	null	null	Asilidae	null	null	null	species	null	Asilus crabroniformis	null	null	Animalia	Arthropoda	Insecta	Diptera	Hybotidae	Asilus	null	Asilus crabroniformis	Asilus crabroniformis Linnaeus, 1758	Asilus crabroniformis Linnaeus, 1758	1	54	216	811	9706	1444802	null	1659278	1659278	1659278	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Asilus	null	Asilus crabroniformis	Asilus crabroniformis Linnaeus, 1758	Asilus crabroniformis Linnaeus, 1758	1	54	216	811	7275	1444802	null	1659278	1659278	1659278
1627	null	null	null	null	null	null	null	null	null	null	Cetonia aurata (Linnaeus, 1761)	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Cetoniidae	Cetonia	null	Cetonia aurata	Cetonia aurata (Linnaeus, 1761)	Cetonia aurata (Linnaeus, 1761)	1	54	216	1470	4204	1050095	null	1077829	1077829	1077829	Animalia	Arthropoda	Insecta	Coleoptera	Cetoniidae	Cetonia	null	Cetonia aurata	Cetonia aurata (Linnaeus, 1758)	Cetonia aurata (Linnaeus, 1758)	1	54	216	1470	4204	1050095	null	1077829	1077829	1077829
1399	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Micropsectra	subletteorum	null	species	null	Micropsectra subletteorum Anderson, Stur & Ekrem, 2013	null	Anderson, Stur & Ekrem, 2013	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Micropsectra	null	null	Micropsectra Kieffer, 1908	Micropsectra Kieffer, 1908	1	54	216	811	3343	1449019	null	null	1449019	1449019	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Micropsectra	null	Micropsectra subletteorum	Micropsectra subletteorum	Micropsectra subletteorum	1	54	216	811	3343	1449019	null	10102520	10102520	10102520
1037	Animalia	Uniramia	Insecta	Trichoptera	Hydroptilidae	Oxyethira	null	null	Genus	null	Oxyethira	null	null	Animalia	Arthropoda	Insecta	Trichoptera	Hydroptilidae	Oxyethira	null	null	Oxyethira Tanytrichia	Oxyethira Tanytrichia	1	54	216	1003	7967	9450196	null	null	9450196	9450196	Animalia	Arthropoda	Insecta	Trichoptera	Hydroptilidae	Oxyethira	null	null	Oxyethira Eaton, 1873	Oxyethira Eaton, 1873	1	54	216	1003	7967	1432588	null	null	1432588	1432588
1724	Animalia	Arthropoda	Insecta	Lepidoptera	Drepanidae	Tethea	null	null	species	null	Tethea or	null	null	Animalia	Arthropoda	Insecta	Lepidoptera	Drepanidae	Tethea	null	Tethea or	Tethea or (Denis & Schiffermuller, 1775)	Tethea or (Denis & Schiffermuller, 1775)	1	54	216	797	7294	1952300	null	5142971	5142971	5142971	Animalia	Arthropoda	Insecta	Lepidoptera	Drepanidae	Tethea	null	null	Tethea Ochsenheimer, 1816	Tethea Ochsenheimer, 1816	1	54	216	797	7294	1952300	null	null	1952300	1952300
1346	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Asilus	null	null	species	null	Asilus crabroniformis	null	null	Animalia	Arthropoda	Insecta	Diptera	Hybotidae	Asilus	null	Asilus crabroniformis	Asilus crabroniformis Linnaeus, 1758	Asilus crabroniformis Linnaeus, 1758	1	54	216	811	9706	1444802	null	1659278	1659278	1659278	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Asilus	null	Asilus crabroniformis	Asilus crabroniformis Linnaeus, 1758	Asilus crabroniformis Linnaeus, 1758	1	54	216	811	7275	1444802	null	1659278	1659278	1659278
1704	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Rusticoclytus	rusticus	null	Species	null	Rusticoclytus rusticus	null	(Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Xylotrechus	null	Xylotrechus rusticus	Rusticoclytus rusticus Thoma, 2009	Xylotrechus rusticus (Linné, 1758)	1	54	216	1470	5602	1107210	null	8111934	7414976	8111934	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Xylotrechus	null	Xylotrechus rusticus	Rusticoclytus rusticus Thoma, 2009	Xylotrechus rusticus (Linnaeus, 1758)	1	54	216	1470	5602	1107210	null	8111934	7414976	8111934
11834	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Chloroclystis	null	null	species	null	Chloroclystis v-ata	null	null	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Chloroclystis	null	null	Chloroclystis Hübner, 1825	Chloroclystis Hübner, 1825	1	54	216	797	6950	1989161	null	null	1989161	1989161	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Chloroclystis	null	Chloroclystis v-ata	Chloroclystis v-ata (Haworth, 1809)	Chloroclystis v-ata (Haworth, 1809)	1	54	216	797	6950	1989161	null	1989428	1989428	1989428
1350	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae	Lygaeus	equestris	null	Species	null	Lygaeus equestris	null	(Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae	Lygaeus	null	Lygaeus equestris	Lygaeus equestris (Linnaeus & C., 1758)	Lygaeus equestris (Linnaeus & C., 1758)	1	54	216	809	7888	2007851	null	2007862	2007862	2007862	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae	Lygaeus	null	Lygaeus equestris	Lygaeus equestris (C.Linnaeus, 1758)	Lygaeus equestris (C.Linnaeus, 1758)	1	54	216	809	7888	2007851	null	2007862	2007862	2007862
1801	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Monochamus	sutor	null	Species	null	Monochamus sutor	null	(Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Monochamus	null	Monochamus sutor	Monochamus sutor (Linné, 1758)	Monochamus sutor (Linné, 1758)	1	54	216	1470	5602	1119784	null	8411684	8411684	8411684	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Monochamus	null	Monochamus sutor	Monochamus sutor (Linnaeus, 1758)	Monochamus sutor (Linnaeus, 1758)	1	54	216	1470	5602	1119784	null	8411684	8411684	8411684
